Fecha,Destino,All_aboard,Cantidad de Fallecidos,Operador,Ac_type,passenger_fatalities,crew_fatalities
1937-03-12,"Bathurst, Gambia",4,4,Deutsche Lufthansa,Heinkel He-111V2,0,4
1937-03-24,"Near Ouroux, France",6,5,Imperial Airways,Short  S-23 (flying boat),1,4
1937-03-25,"Clifton, Pennsylvania",13,13,Trans Continental and Western Air,Douglas DC-2-112,10,3
1937-03-26,"Wetnum, Germany",6,0,Deutsche Lufthansa,Junkers JU-52/3m,0,0
1937-05-06,"Lakehurst, New Jersey",97,35,Deutsche Zeppelin Reederei,Zeppelin LZ-129,13,22
1937-05-20,"Stuttgart, Germany",4,4,Deutsche Lufthansa,Heinkel He-70,2,2
1937-06-02,Desertores Island Región de Los Lagos,9,9,Fuerzs Aerea De Chile,Sirkorsky S-43 (flying boat),5,4
1937-07-02,"Off Lae, New Guinea",2,2,Private - Purdue Reasearch Foundation,Lockheed 10E Electra,0,2
1937-07-28,"Hal, Belgium",15,15,KLM Royal Dutch Airlines,Douglas DC-2-115L,10,5
1937-08-02,"Wadi Halfa, Sudan",9,9,Ala Littoria,Savoia-Marchetti SM73,5,4
1937-08-02,"Off Cristobal, Panama",14,14,Pan American Grace Airways,Sikorsky S-43,11,3
1937-08-06,"Bistrita, Romania",5,5,Aeroflot,Douglas DC-2,2,3
1937-08-08,"Chilang Point, Bias Bay, China",11,3,China National Aviation Corporation,Sikorsky S-43,0,3
1937-08-10,"Daytona Beach, Florida",9,4,Eastern Air Lines,Douglas DC-2,2,2
1937-08-23,"San Luis, Argentina",3,3,Pan American Grace Airways,Douglas DC-2,0,3
1937-08-27,"Wau, Papua New Guinea",1,1,Guinea Airways,Stinson SR-7 Reliant,0,1
1937-10-01,"Phaleron Bay, Greece",14,2,Imperial Airways,Short Empire flying boat,2,0
1937-10-06,"Palembang, Netherlands Indies",11,4,KLM Royal Dutch Airlines,Douglas DC-3,1,3
1937-10-17,"Haydens Peak, Wyoming",19,19,United Air Lines,Douglas DC-3,16,3
1937-10-27,Off Western Africa,7,7,Air France,Dewoitine D-333,2,5
1937-11-11,"Warsaw, Poland",11,4,Lot Polish Airlines,Lockheed 10 Electra,2,2
1937-11-12,"Mannheim, Germany",12,10,Deutsche Lufthansa,Heinkel He-111,7,3
1937-11-12,"Warsaw, Poland",11,4,LOT,Lockhed 10 Electra,2,2
1937-11-16,"Ostende, Belgium",11,11,Sabena,Junkers JU-52/3m,8,3
1937-11-26,"Croydon, United Kingdom",3,3,Deutsche Lufthansa,Junkers JU-52,0,3
1937-12-04,"Munich, Germany",17,4,Ala Littoria,Junkers JU-52,4,0
1937-12-05,"Brindisi Harbor, Italy",19,2,Imperial Airways,Short Empire Flying Boat,1,1
1937-12-05,"Brindisi, Italy",8,2,Imperial Airways,Short S-23 (flying boat),1,1
1937-12-08,"Saint Sauveur, France",7,2,Air France,Potez 621,1,1
1937-12-24,"Kasperske Hory, Czechoslovakia",3,3,Air France,Wibault 283-T12,1,2
1938-01-04,"Frankfurt, Germany",6,6,Lufthansa,Junkers JU-38,3,3
1938-01-10,"Bozeman, Montana",10,10,Northwest Orient Airlines,Lockheed 14H Super Electra,8,2
1938-01-11,"Pago Pago, U.S. Samoa",7,7,Pan American World Airways,Sikorsky S-42 (flying boat),0,7
1938-01-12,"North Pine, Ontario, Canada",1,1,General Airways,Stinson Reliant SR-9,0,1
1938-02-02,"Off San Clemente Island, California",14,11,Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,0,11
1938-02-05,"Kandalaksha, Russia",19,13,TsAGI,V6 (airship),0,13
1938-02-09,"Guadalupe, Mexico",2,2,Mexicana,Lockheed 10 Electra,0,0
1938-02-09,"Marseille, France",12,8,Air France,Lioré-et-Olivier H-242,5,3
1938-02-13,Mediterranean Sea,14,14,Ala Littoria SA,Cant Z-506,10,4
1938-02-22,"Pontoise, France",3,3,Deutsche Lufthansa,Junkers JU.52,0,0
1938-03-01,"Near Wawona, Cailifornia",9,9,Trans Continental and Western Air,Douglas DC-2-112,6,3
1938-03-07,"Datia, India",7,7,Air France,Potez 621,3,4
1938-03-08,"Somerton, Australia",1,1,Australian National Airways,De Havilland DH-60,0,1
1938-03-23,"Corsavy, France",8,8,Air France,Dewoitine D-338,5,3
1938-04-30,"Near Formia, Italy",19,19,Ala Littoria,Junkers JU-52,14,5
1938-05-05,"Balbuena, Mexico",6,1,Lineas Aéreas Mineras,Lockheed Vega 5B,5,1
1938-05-16,"Near Saugus, California",9,9,Northwest Orient Airlines,Lockheed 14-H2 Super Electra,7,2
1938-05-22,"Sao Paulo, Brazil",17,6,Cruzeiro do Sul,Junkers JU-52/3m,6,0
1938-05-24,"Cleveland, Ohio",10,10,United Air Lines,Douglas DST-A-207A,7,3
1938-05-27,"Alberno Canal, BC, Canada",1,1,Ginger Coote Airways,Fairchild 51,0,1
1938-05-27,"Langeoog, Germany",3,3,Deutsche Lufthansa,Heinkel 116,0,3
1938-06-08,"Near Singida, Tanzania",3,3,Wilson Airways,De Havilland DH-85,1,2
1938-07-08,"Billings, Montana",10,1,Northwest Orient Airlines,Lockheed 14 Super Electra,1,0
1938-07-14,"Off Sardinia, Italy",20,20,Ala Littoria,Savoia Marchetti S-66,16,4
1938-07-19,Andes,4,4,Panagra,Douglas DC-2,0,4
1938-07-22,"Stulpica, Romania",14,14,LOT Polish Airlines,Lockheed 14H Super Electra,12,2
1938-07-27,"Kisumu, Kenya",4,4,Imperial Airways,Armstrong-Withworth Atlanta,0,4
1938-07-29,Pacific Ocean between Manila and Guam,15,15,Pan American World Airways,Martin M-130 (flying boat),6,9
1938-08-10,"Debrecen, Hungary",12,12,Magyar Legiforagalmi,Ford Tri-motor F-VIII,10,2
1938-08-10,"Shishijima, Japan",6,6,Dai Nippon,Douglas DF-151,3,3
1938-08-12,"Near San Andres Tuxtla, VeraCruz, Mexico",11,11,Mexicana,Lockheed 10E Electra,8,3
1938-08-13,"Kiel, Germany",17,16,CSA Czech Airlines,Savoia-Marchetti SM73,13,3
1938-08-15,"Guanabara, Brazil",9,9,Syndicato Condor,Junkers JU-52/3m,5,4
1938-08-18,"Bucharest, Romania",7,0,LOT Polish Airlines,Lockheed 14 Super Electra,0,0
1938-08-18,"Montnago, Italy",15,15,Macchi,Macchi C-94,13,2
1938-08-24,"Wangmoon, China",17,14,China National Aviation Corporation,Douglas DC-2,12,2
1938-08-29,"Near Tucumcari, New Mexico",11,0,Transcontinental &Western Air,Ford Tri-motor,0,0
1938-08-29,"Innisfail, Australia",9,5,North Queensland Airways,De Havilland DH-84,4,1
1938-10-01,"Off Bathurst, Gambia",4,4,Deutsche Lufthansa,Dornier DO.18 (float plane),0,4
1938-10-01,"Grisons, Switzerland",13,13,Deutsche Lufthansa,Junkers JU-52/3m,10,3
1938-10-10,"Soest, Germany",20,20,Sabena,Savbia-Marchetti  S-73P,16,4
1938-10-25,"Mt. Dandenong, Australia",18,18,Australian National Airways,Douglas DC-2-112,14,4
1938-11-04,"Channel Islands, Jersey",14,14,Jersey Airways,de Havilland DH-86,13,1
1938-11-14,"Schiphol, Amsterdam",19,6,KLM Royal Dutch Airlines,Douglas DC-3,2,4
1938-11-18,"Regina, Saskatchewan, Canada",2,2,Trans Canada Air Lines,Lockheed 14 Electra,0,2
1938-11-26,"Bathurst, Gambia",15,12,Deutsche Lufthansa,Junkers JU90V2,9,3
1938-11-27,"Bagdad, Iraq",6,4,Imperial Airways,Short Empire Flying Boat,0,4
1938-11-29,"Off Point Reyes, California",7,5,United Air Lines,Douglas DC 3-A-SB-3-G-14,3,2
1938-12-02,"Mexico City, Mexico",8,8,Mexicana,Lockheed 10E Electra,5,3
1938-12-08,"Off Kuba Island, Okinawa",15,10,Japan Aviation Corporation,Nakajima A-T2,7,3
1938-12-09,"Amsterdam, Netherlands",4,4,KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,0,4
1939-01-07,"Paris, France",17,5,Swissair,Douglas DC-2-115B,2,3
1939-01-13,"Rio de Janeiro, Brazil",10,10,Syndicato Condor,Junkers JU-52/3m,7,3
1939-01-13,"Miles City, Montana",4,4,Northwest Orient Airlines,Lockheed 14-H Super Electra,2,2
1939-01-18,"Katherine, Australia",4,4,Guinea Airways,Lockheed 14 Electra,1,3
1939-01-21,Atlantic Ocean between N.Y. and Bermuda,13,3,Imperial Airways,Short S-23 (flying boat),2,1
1939-02-12,"Juneau, Alaska",6,6,Marine Airways,Fairchild 71(amphibious),5,1
1939-02-24,"Near Roubien, France",10,10,Deutsche Lufthansa,Junkers JU-52/3m,6,4
1939-03-14,"Haren, Belgium",3,3,Sabena,Junkers JU-52,0,3
1939-03-16,"Manzanares, Colombia",8,8,Deutsche Lufthansa,Junkers JU-86,6,2
1939-03-18,"Near Adler, Washington",10,10,Boeing Aircraft Company,Boeing 307 Stratoliner,8,2
1939-03-26,"Oklahoma City, Oklahoma",12,8,Braniff Airlines,Douglas DC-2-112,7,1
1939-05-01,"Lumbo, Mozambique",4,2,Imperial Airways,Short S-23 Empire Flying Boat,0,2
1939-05-02,"Near Marrakech, Morocco",9,9,Air France,Dewoitine D-338,6,3
1939-05-08,"Guayaquil, Ecuador",1,1,Military - Ecuadorian Air Force,Curtiss-Wright C-14 Osprey,0,1
1939-06-06,"Schiphol, Amsterdam",4,0,KLM Royal Duch Airlines,Douglas DC-2,0,0
1939-06-10,"Vlissingen, The Netherlands",3,3,KLM Royal Dutch Airlines,Koolhoven FK.43,1,2
1939-06-20,Forest-in-Teesdale. United Kingdom,3,3,British American Air Services,de Havilland DH.89 Dragon Rapide,1,2
1939-07-20,"Konstanz, Switzerland",6,6,Swissair,Junkers JU86 Z-2,4,2
1939-08-04,"Barcelona, Spain",7,7,Deutsche Lufthansa,Junkers JU-52/3m,4,3
1939-08-13,"Rio de Janerio, Brazil",16,14,Pan American World Airways,Sikorsky S43 (flying boat),10,4
1939-08-15,"Off Copenhagen, Denmark",6,5,British Airways,Lockheed 10 Electra,4,1
1939-08-28,"Lahore, India",2,2,Indian National Airways,De Havilland D-84,1,1
1939-08-30,"Hannover, Germany",7,7,Deutsche Lufthansa,Junkers JU-52/3m,4,3
1939-09-26,North Sea,20,1,KLM Royal Dutch Airlines,Douglas DC-3,1,0
1939-10-10,"Calarmar, Colombia",5,5,Scarta,Junkers W-34,3,2
1939-11-20,"Gosport, England",2,2,British Airways,Airspeed Oxford,0,2
1939-12-18,South of Gibraltar,9,9,Iberia Airlines,Junkers JU-52,6,3
1939-12-21,Off Malta-Luqa,8,5,British Airways,Lockheed 14 Super Electra,3,2
1939-12-24,"Mogador, Morocco",7,7,Linee Aeree Italiane,Savoia-Marchetti SM83,3,4
1940-01-22,"Denpasar, Indonesia",9,8,KNILM,Lockheed 14 Super Electra,5,3
1940-02-10,"Near Cosenza, Italy",10,10,Ala Littoria SA,Savoia-Marchetti SM-75,4,6
1940-02-27,"Near Bucaramanga, Columbia",11,11,SCADTA,Boeing 247D,9,2
1940-03-01,Gulf of Oman,8,8,Imperial Airways,Handley Page HP-42,4,4
1940-03-16,"Stromboli Island, Italy",14,14,Ala Littoria,Savoia Marchetti SM 73,10,4
1940-04-22,"Near Loch Lomond, Scotland",5,5,British Overseas Airways,Lockheed 14 Super Electra,2,3
1940-06-02,"El Segundo, California",5,5,Douglas Aircraft Company,Douglas DC-5,0,5
1940-06-14,"Off Prangli Island, Gulf of Finland, Estonia",9,9,Aero O-Y,Junkers JU-52/3mge,7,2
1940-08-09,"Hannover, Germany",13,2,Deutsche Lufthansa,Douglas DC-2-115H,2,0
1940-08-13,"Near Canberra, Australia",10,10,Military - Royal Australian Air Force,Lockheed Hudson A16-97,6,4
1940-08-22,"Gospic,,Coatia",11,11,Aeroput,Lockheed 10 Electra,9,2
1940-08-23,"Cluj, Romania",15,15,LARES,Douglas DC-3,12,3
1940-08-31,"Near Lovettsville, Virginia",25,25,Pennsylvania Central Airlines,Douglas DC-3,21,4
1940-10-22,"Osijek, Croatia",12,7,Aeroput,Lockheed 10 Electra,4,3
1940-10-29,"Near Changyi, China",14,9,China National Aviation Corporation,Douglas DC-2,8,1
1940-10-29,"Berlin, Germany",15,2,Deutsche Lufthansa,Douglas DC-3,0,2
1940-11-04,"Near Rincon, Bolivia",17,17,Lloyd Aero Boliviano SA,Junkers Ju-52/3m,14,3
1940-11-04,"Near Centerville, Utah",10,10,United Air Lines,Douglas DC-3,8,2
1940-11-08,"Rio de Janeiro, Brazil",18,18,VASP,Junkers Ju53/2m,14,4
1940-11-08,"Brandenburg, Germany",29,29,Deutsche Lufthansa,Junkers JU-90A-1,23,6
1940-12-04,"Chicago, Illinois",16,10,United Air Lines,Douglas DC-3A,7,3
1940-12-24,"Capri Island, Italy",7,7,Ala Littolia,Savoia-Marchetti SM.75,3,4
1941-01-10,Mediterranean Sea,16,16,LATI,Savoia-Marchetti SM-83,12,4
1941-01-15,"Off  Fernando de Noronha, Brazil",10,10,LATI,Savoia-Marchetti SM-75,6,4
1941-01-17,"Near Nagyvarad, Hungary",16,12,Malert Airlines,Junkers JU-52/3m,9,3
1941-01-20,"Near Kian, China",6,5,China National Aviation Corporation,Ford 5-AT Tri-Motor,1,4
1941-01-23,"Near Robertson, Missouri",13,2,Trans Continental and Western Air,Douglas DC-3-3,1,1
1941-02-06,"Armstrong, ON, Canada",12,12,Trans Canada Air Lines,Lockheed 14-H2 Super Electra,9,3
1941-02-26,"Atlanta, Georgia",16,9,Eastern Air Lines,Douglas DC-3,6,3
1941-03-01,"Trontheim, Norway",12,3,Deutsche Lufthansa,Junkers JU-52/3m,3,0
1941-03-28,"Elands Bay, South Africa",10,10,South African Airways,Lockheed 18 Lodestar,6,4
1941-06-03,Atlantic Ocean,6,6,Great Western and Southern Air Lines,de Havilland DH-84 Dragon,5,1
1941-06-18,"Bucharest, Romania",18,0,LARES,Douglas DC-3,0,0
1941-06-21,Sea of Japan,18,18,Manchurian Air Lines,Mitsubishi MC-20,15,3
1941-07-30,"Rome, Italy",25,5,Ala Littoria,Macchi C.100,5,0
1941-08-10,"Arran, Scotland",22,22,Military -Royal Air Force,Consolidated LB-30A Liberator,17,5
1941-08-18,"Near Sao Paulo, Brazil",14,8,Panair do Brasil,Lockheed 18 LodeStar,5,3
1941-08-27,"Coen, Australila",3,3,Airlines of Australia,de Havilland DH.80 Puss Moth,2,1
1941-09-01,"Bollemont, France",17,15,Air France,Bloch 220,12,3
1941-10-03,"San Juan, Puerto Rico",15,2,Pan American World Airways,Sikorsky S-42B (flying boat),2,0
1941-10-28,"Near Petrich, bulgaria",13,13,Deutsche Lufthansa,Junkers JU-53/3m,10,3
1941-10-30,"Near Moorhead, Minnesota",15,14,Northwest Orient Airlines,Douglas DC-3,13,1
1941-10-30,"St. Thomas, Ontario, Canada",20,20,American Airlines,Douglas DC-3,17,3
1941-11-29,"Chardzhou, Turkmenistan",36,7,Aeroflot,Tupolev ANT-6,5,2
1941-12-26,"Baiserke, Kazakhstan",34,26,Aeroflot,Tupolev ANT-6,21,5
1941-12-29,"Sabang, Indonesia",4,4,BOAC,Short S-23 Empire Flying Boat,0,4
1942-01-16,"Near Las Vegas, Nevada",22,22,Trans Continental and Western Air,Douglas DC-3,19,3
1942-01-26,"Kupang, Timor",5,5,KNILM,Grumman G-21 Goose,2,3
1942-01-30,"Near Kupang, Timor",18,13,Qantas,Short S-23 (flying boat),11,2
1942-02-15,"English Channel, near Plymouth, England",9,9,British Overseas Airways,Consolidated Liberator,4,5
1942-02-19,"Zhengzhou-Xinzheng, China",1,1,China National Aviation Corporation,Douglas DC-2,0,1
1942-02-20,"Off Belmont, Brisbane, Australia",9,9,Qantas,deHavilland DH-86,7,2
1942-02-28,Indian Ocean,20,20,British Overseas Airways,Short S-23 (flying boat),16,4
1942-03-03,"Off Broome, Australia",21,20,Military - U.S. Army Air Force,Consolidated B-24 Liberator,18,2
1942-03-14,"Kunming, China",17,13,China National Aviation Corporation,Douglas DC-2-221,10,3
1942-04-21,"Pine Creek, Australia",12,12,Guinea Airways Limited,Lockheed 14 Electra,10,2
1942-05-01,"Salt Lake City, Utah",17,17,United Air Lines,Douglas DST-A-207A,14,3
1942-05-12,"Miles City, Montana",14,3,Northwest Orient Airlines,Douglas DC-3-A-269,0,3
1942-05-19,"Near Rome, Italy",20,20,LATI,Savoia-Marchetti SM-75,16,4
1942-07-01,"Near Premier, West Virginia",21,21,Military - U.S. Army Air Forces,Douglas C-49E,19,2
1942-07-07,"Off Broken Head, Australia",10,10,Military - Royal Australian Air Force,Lockheed Hudson,0,10
1942-07-20,"Llanfair, England",13,13,Military - Royal Air Force,Lockheed Hudson,10,3
1942-08-13,"Algiers, Algeria",10,4,Air France,Liore et Olivier H-246 Air Boat,4,0
1942-08-22,Trinidad,13,13,KLM Royal Dutch Airlines,Lockheed 14 Electra,10,3
1942-08-23,"Near Dunbeath, Scotland",15,14,Military - Royal Air Force,Short Sunderland,10,4
1942-09-24,Off West Africa,19,19,British Overseas Airways,Short S-30 (flying boat),13,6
1942-09-27,"Ameur el Ain, Algeria",25,25,Air France,Dewoitine D-342,18,7
1942-09-28,"Near Sao Paulo, Brazil",15,15,Panair do Brasil SA,Lockheed 18 Loadstar,11,4
1942-10-01,"Near Coamo, Puerto Rico",22,22,Military - U.S. Army Air Forces,Douglas C-39-DO  (DC-2),17,5
1942-10-03,"Botwood, Newfoundland",37,11,American Export Airlines,Sirkorsky 44A (flying boat),6,5
1942-10-22,"Yanaul, Russia",12,10,Aeroflot,GVF PS-84,5,5
1942-10-22,"Budapest, Romania",17,17,Deutsche Lufthansa,Junkers JU-52/3m,14,3
1942-10-23,"Palm Springs, California",13,12,American Airlines / Military - USAF,Douglas DC-3 / Lockheed B-34,10,2
1942-10-24,"La Esperanza, Colombia",6,6,Avianca,Boeing 247,4,2
1942-10-30,Norway,10,10,Military - Royal Air Force,Handley Page HP-57 Halifax,7,3
1942-11-17,"Near Kranoyarsk, Russia",20,20,Kranoyarskie Vozhjushnye Trassy,Grazhdansky Vozdushnyi Flot PS-84,16,4
1942-12-12,"Near Tashkent, Russia",36,36,Aeroflot,Tupolev A.N.T. 20bis,30,6
1942-12-15,"Fairfield, Utah",19,17,Western Airlines,Douglas DC-3A,13,4
1942-12-19,"Near Vienna, Austria",16,2,DDL,Junkers JU-52/3m,2,0
1942-12-20,"Near Chilliwack, British Columbia, Canada",13,13,Canadian Pacific Air Lines,Lockheed 14-H2 Super Electra,10,3
1943-01-09,"Near Cabo Ruivo, Marine Base, Lisbon, Portugal",15,13,British Overseas Airways,Short S-26 (flying boat),10,3
1943-01-15,"Near Paramarino, Dutch Guyana",35,35,Military - U.S. Army Air Forces,Douglas C-54A,26,9
1943-01-18,"Off the Brazilian coast,  Atlantic Ocean",26,26,Military - U.S. Army Air Forces,Consolidated C-87,20,6
1943-01-21,"Ukiah, California",19,19,Pan American World Airways,Martin M-130 (flying boat),10,9
1943-01-22,"Near Chaparra, Peru",15,14,Pan American Grace Airlines,Douglas DC-3A,10,4
1943-02-18,"Seattle, Washington",10,10,Private - Boeing Aircraft Company,Boeing XB-29,0,10
1943-02-22,"Lisbon, Portugal",39,25,Pan American World Airways,Boeing B-314 (flying boat),20,5
1943-03-11,"Luishui, China",3,3,China National Aviation Corporation,Douglas C-53,0,3
1943-03-13,"Himalaya, China",3,3,China National Aviation Corporation,Douglas C-53,0,3
1943-03-27,"Archerfield Aerodrome, Queensland, Australia",24,24,Military - Royal Australian Air Force,Douglas C-47-DL,20,4
1943-04-04,North Sea,7,7,British Overseas Airways,Lockheed C-56B Lodestar,4,3
1943-04-22,"Off Port Moresby, New Guinea",31,13,Qantas,Short S-23,11,2
1943-06-01,Off the coast of France,17,17,British Overseas Airways,Douglas DC-3,13,4
1943-06-07,"Red Springs, North Carolina",20,20,Military - U.S. Army Air Forces,Douglas C-47A-DL,16,4
1943-06-08,"Noumea,  New Caledonia",23,23,Military - US Navy,Douglas C-47 Skytrain (DC-3),3,20
1943-06-14,"Near Mackay, OLD, Australia",41,40,Military - U.S. Army Air Forces,B-17C Flying Fortress,34,6
1943-07-28,"Brandon Head, Ireland",25,10,British Overseas Airways,Short S-25 Sunderland 3 (flying boat),9,1
1943-07-28,"Trammel, Kentucky",22,20,American Airlines,Douglas DC-3,16,4
1943-08-01,"Ploesti, Romania",10,10,Military - U.S. Army Air Forces,Consolidated B-24,0,10
1943-08-07,"Off Townsville, Australia",27,27,Military - U.S. Air Force,Douglas C-47-DL,23,4
1943-08-11,"Fort Hertz, China",3,3,China National Aviation Corporation,Douglas C-53,0,3
1943-08-14,"Rhodes, Greece",17,17,LATI,Savoia-Marchetti SM.75,13,4
1943-08-27,"Rio de Janeiro, Brazil",21,18,VASP,Junkers JU-52/3m,18,3
1943-08-27,North Sea,7,7,AB Aerotransport,Douglas DC-3,3,4
1943-09-10,"Off Galveston, Texas",22,22,Military - U.S. Army Air Forces,Boeing B-17F / Boeing B-17F,0,22
1943-09-20,"Near Maxton, North Carolina",25,25,Military - U.S. Army Air Forces,Douglas C-53D-DO,21,4
1943-09-22,"Near Calcutta, India",20,20,Military - U.S. Army Air Forces,Douglas C-53,15,5
1943-10-15,"Near Centerville, Tennessee",15,15,American Airlines,Douglas DC3-G102,11,4
1943-10-19,"St. Donat, Quebec, Canada",24,24,Military - Royal Canadian Air Force,Consolidated B-24,20,4
1943-10-22,"Hallo, Sweden",15,13,AB Aerotransport,Douglas DC-3,12,3
1943-10-22,"Columbus, Georgia",20,20,Military - U.S. Army Air Forces,Douglas C-47-DL,15,5
1943-11-05,Eastern Libya,19,19,British Overseas Airways,Short Sunderland 3,10,9
1943-11-19,"Kunming, China",3,2,China National Aviation Corporation,Douglas C-53,0,2
1943-11-19,"Kunming, China",3,3,China National Aviation Corporation,Douglas C-47,0,3
1943-11-26,"Port Moresby, New Guinea",15,15,Qantas,Lockheed L-18-56 Lodestar,11,4
1943-12-17,"Off Montrose, Scotland",10,10,British Overseas Airways,Lockheed 18-56 Lodestar,7,3
1943-12-18,"Suifu, China",3,3,China National Aviation Corporation,Douglas C-47,0,3
1943-12-19,"Canal Creek, Australia",31,31,Military - U.S. Air Force,Douglas C-47A-60-DL,27,4
1943-12-29,"Lakeside, Utah",25,25,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,Consolidated B-24 / Consolidated B-24,0,25
1944-01-15,"Belgrad, Yugoslavia",5,5,Deutsche Lufthansa,Junkers JU-52/3m,3,2
1944-02-10,"Memphis, Tennessee",24,24,American Airlines,Douglas DC-3,21,3
1944-02-10,"Near Quelimane, Mozambique",14,14,DETA,Lockheed 14-H2 Super Electra,10,4
1944-02-20,China,2,2,China National Aviation Corporation,Douglas C-47,0,2
1944-02-21,"Eubeoa, Greece",16,16,Deutsche Lufthansa,Junkers JU-52/3m,13,3
1944-04-06,"Near Nome, Alaska",6,6,Pan American World Airways,Pilgrim 100B,3,3
1944-04-17,"Belgrad, Yugoslavia",7,5,Deutsche Lufthansa,Junkers JU-52/3m,4,1
1944-04-21,"Frederikstad, Norway",20,9,Deutsche Lufthansa,Douglas DC-3,6,3
1944-04-25,"Montreal, Canada",16,16,Military - Royal Air Force,Consolidated Liberator,11,5
1944-05-26,"Between Calcutta to Dinjan, China",12,12,China National Aviation Corporation,Douglas C-47,9,3
1944-06-06,"Barneville, France",22,22,Military - U.S. Army Air Forces,Douglas C-47A,18,4
1944-06-06,"Flamanville, France",22,22,Military - U.S. Army Air Forces,Douglas C-47A,17,5
1944-06-06,"Carentan, France",22,22,Military - U.S. Army Air Forces,Douglas C-47A-DL,18,4
1944-06-08,"Kunming, China",6,6,China National Aviation Corporation,Douglas C-47,0,6
1944-06-18,"Kweilin, China",4,2,China National Aviation Corporation,Douglas C-47,1,1
1944-06-20,"Porto Alegre, Brazil",10,10,Varig,Lockheed 10C Electra,8,2
1944-07-11,"Portland, Maine",2,2,Military - U.S. Army,Douglas A-26B Invader,0,2
1944-07-23,"Nineteen miles W of Kokoda, Papua New Guinea",17,17,Military - US Navy,R4D-5,15,2
1944-07-26,North Atlantic Ocean,26,26,Military - U.S. Army Air Forces,Douglas C-54A-DO (DC-4),20,6
1944-07-27,"Port Logan, Scotland",22,22,Military - U.S. Army Air Forces,Douglas C-47A-DK,17,5
1944-07-31,"Funafuti, Gilbert Islands, Pacific Ocean",24,22,Pan American Airways,Consolidated Catalina PB2Y-3R,16,6
1944-08-03,"Naper, Nebraska",28,28,Military - U.S. Army Air Forces,Douglas C-47A-DL,24,4
1944-08-08,"Off Antilla, Cuba",31,17,Pan American World Airways,Sikorsky S-42 (flying boat),17,0
1944-08-12,"Blythburgh, England",2,2,Military - U.S. Navy,Consolidated PB4Y-1,0,2
1944-08-23,"Freckelton, England",3,3,Military - U.S. Air Force,Consolidated B-24H,0,3
1944-08-28,"Preswick, Scotland",20,20,Military - U.S. Army Air Forces,Douglas C-54A-DC (DC-4),14,6
1944-08-29,"Near Lidköping, Västergötland, Swden",15,11,British Overseas Airways,Lockheed 18-56 Loadstar,8,3
